,Dates,Country,Confirmed Cases,Deaths,Confirmed Cases (Scaled for purpose of graph)
4485,2020-03-19,Hungary,73,1,4.983653531524327
4486,2020-03-22,Hungary,131,6,5.568359071358394
4487,2020-03-25,Hungary,226,10,6.1136870744630665
4488,2020-03-28,Hungary,343,11,6.53087975268405
4489,2020-03-31,Hungary,492,16,6.891626929835372
4490,2020-04-03,Hungary,623,26,7.1276943434625215
4491,2020-04-06,Hungary,744,38,7.30518866703454
4492,2020-04-09,Hungary,980,66,7.580700012532666
4493,2020-04-12,Hungary,1410,99,7.944492289680338
4494,2020-04-15,Hungary,1579,134,8.057694295086666
4495,2020-04-18,Hungary,1834,172,8.207401907702447
4496,2020-04-21,Hungary,2098,213,8.341887026313659
4497,2020-04-24,Hungary,2443,262,8.494129293706015
4498,2020-04-27,Hungary,2583,280,8.549854011126431
4499,2020-04-30,Hungary,2775,312,8.621553239205376
4500,2020-05-03,Hungary,2998,340,8.698847887037338
4501,2020-05-06,Hungary,3111,373,8.735846703288509
4502,2020-05-09,Hungary,3213,405,8.768107563892704
4503,2020-05-12,Hungary,3313,425,8.798756605636873
4504,2020-05-15,Hungary,3417,442,8.829665454086882
4505,2020-05-18,Hungary,3535,462,8.86361577889666
4506,2020-05-21,Hungary,3641,473,8.89316084759351
4507,2020-05-24,Hungary,3741,486,8.92025543277151
4508,2020-05-27,Hungary,3793,505,8.934059739625825
4509,2020-05-30,Hungary,3867,524,8.953381488885524
4510,2020-06-02,Hungary,3921,532,8.967249199113242
4511,2020-06-05,Hungary,3970,542,8.97966857010322
4512,2020-06-08,Hungary,4014,548,8.990690725432424
4513,2020-06-11,Hungary,4039,553,8.99689961144807
4514,2020-06-14,Hungary,4069,562,9.004299743661207
4515,2020-06-17,Hungary,4078,567,9.006509146727343
4516,2020-06-20,Hungary,4086,570,9.0084689709117
4517,2020-06-23,Hungary,4107,573,9.013595309337951
4518,2020-06-26,Hungary,4127,578,9.018453224990669
4519,2020-06-29,Hungary,4145,585,9.022805262680277
4520,2020-07-02,Hungary,4166,587,9.027858816785471
4521,2020-07-05,Hungary,4183,589,9.031931166289908
4522,2020-07-08,Hungary,4210,589,9.03836512134146
4523,2020-07-11,Hungary,4229,595,9.042868032011064
4524,2020-01-22,Iceland,0,0,0.0
4525,2020-01-25,Iceland,0,0,0.0
4526,2020-01-28,Iceland,0,0,0.0
4527,2020-01-31,Iceland,0,0,0.0
4528,2020-02-03,Iceland,0,0,0.0
4529,2020-02-06,Iceland,0,0,0.0
4530,2020-02-09,Iceland,0,0,0.0
4531,2020-02-12,Iceland,0,0,0.0
4532,2020-02-15,Iceland,0,0,0.0
4533,2020-02-18,Iceland,0,0,0.0
4534,2020-02-21,Iceland,0,0,0.0
4535,2020-02-24,Iceland,0,0,0.0
4536,2020-02-27,Iceland,0,0,0.0
4537,2020-03-01,Iceland,3,0,1.8184464592320668
4538,2020-03-04,Iceland,26,0,3.9516133360820653
4539,2020-03-07,Iceland,50,0,4.605270170991424
4540,2020-03-10,Iceland,69,0,4.927306190998636
4541,2020-03-13,Iceland,134,0,5.591000903142794
4542,2020-03-16,Iceland,180,0,5.886111747410234
4543,2020-03-19,Iceland,330,1,6.49224213069668
4544,2020-03-22,Iceland,568,1,7.03526937417605
4545,2020-03-25,Iceland,737,2,7.2957355330108715
4546,2020-03-28,Iceland,963,2,7.563200861937816
4547,2020-03-31,Iceland,1135,2,7.7275353045408695
4548,2020-04-03,Iceland,1364,4,7.911324153336095
4549,2020-04-06,Iceland,1562,6,8.046869613425129
4550,2020-04-09,Iceland,1648,6,8.100464983079732
4551,2020-04-12,Iceland,1701,8,8.132118859359306
4552,2020-04-15,Iceland,1727,8,8.147288342528094
4553,2020-04-18,Iceland,1760,9,8.166216349299777
4554,2020-04-21,Iceland,1778,10,8.176391675715577
4555,2020-04-24,Iceland,1789,10,8.182559342180937
4556,2020-04-27,Iceland,1792,10,8.184234851945776
4557,2020-04-30,Iceland,1797,10,8.187021144761836
4558,2020-05-03,Iceland,1799,10,8.18813349175677
4559,2020-05-06,Iceland,1799,10,8.18813349175677
4560,2020-05-09,Iceland,1801,10,8.189244602810724
4561,2020-05-12,Iceland,1801,10,8.189244602810724
4562,2020-05-15,Iceland,1802,10,8.18979969571753
4563,2020-05-18,Iceland,1802,10,8.18979969571753
4564,2020-05-21,Iceland,1803,10,8.190354480667187
4565,2020-05-24,Iceland,1804,10,8.190908958001204
4566,2020-05-27,Iceland,1805,10,8.191463128060521
4567,2020-05-30,Iceland,1806,10,8.192016991185518
4568,2020-06-02,Iceland,1806,10,8.192016991185518
4569,2020-06-05,Iceland,1806,10,8.192016991185518
4570,2020-06-08,Iceland,1807,10,8.192570547716004
4571,2020-06-11,Iceland,1807,10,8.192570547716004
4572,2020-06-14,Iceland,1810,10,8.194229381130056
4573,2020-06-17,Iceland,1815,10,8.196988003149272
4574,2020-06-20,Iceland,1822,10,8.200837333688213
4575,2020-06-23,Iceland,1824,10,8.201934426337527
4576,2020-06-26,Iceland,1832,10,8.206310800282486
4577,2020-06-29,Iceland,1840,10,8.210668105005123
4578,2020-07-02,Iceland,1850,10,8.216088171678328
4579,2020-07-05,Iceland,1863,10,8.223090623191673
4580,2020-07-08,Iceland,1880,10,8.232174307117296
4581,2020-07-11,Iceland,1888,10,8.236420597400581
4582,2020-01-22,India,0,0,0.0
4583,2020-01-25,India,0,0,0.0
4584,2020-01-28,India,0,0,0.0
4585,2020-01-31,India,1,0,0.881373587019543
4586,2020-02-03,India,3,0,1.8184464592320668
4587,2020-02-06,India,3,0,1.8184464592320668
4588,2020-02-09,India,3,0,1.8184464592320668
4589,2020-02-12,India,3,0,1.8184464592320668
4590,2020-02-15,India,3,0,1.8184464592320668
4591,2020-02-18,India,3,0,1.8184464592320668
4592,2020-02-21,India,3,0,1.8184464592320668
4593,2020-02-24,India,3,0,1.8184464592320668
4594,2020-02-27,India,3,0,1.8184464592320668
4595,2020-03-01,India,3,0,1.8184464592320668
4596,2020-03-04,India,28,0,4.025670415869822
4597,2020-03-07,India,34,0,4.219723898031069
4598,2020-03-10,India,56,0,4.718578581151767
4599,2020-03-13,India,82,2,5.099903606000664
4600,2020-03-16,India,119,2,5.4722883273244625
4601,2020-03-19,India,194,4,5.961011982133345
4602,2020-03-22,India,396,7,6.674562986035693
4603,2020-03-25,India,657,12,7.1808317782183355
4604,2020-03-28,India,987,24,7.587817476622312
4605,2020-03-31,India,1397,35,7.935229667916312
4606,2020-04-03,India,2567,72,8.543640399370293
4607,2020-04-06,India,4778,136,9.164924519396548
4608,2020-04-09,India,6725,226,9.506734390557824
4609,2020-04-12,India,9205,331,9.820649277177601
4610,2020-04-15,India,12322,405,10.112288743781022
4611,2020-04-18,India,15722,521,10.35596346592505
4612,2020-04-21,India,20080,645,10.60062675498564
4613,2020-04-24,India,24530,780,10.800799318227956
4614,2020-04-27,India,29451,939,10.983630325208807
4615,2020-04-30,India,34863,1154,11.152328554656618
4616,2020-05-03,India,42505,1391,11.350524175749781
4617,2020-05-06,India,52987,1785,11.57094906007758
4618,2020-05-09,India,62808,2101,11.74098491350141
4619,2020-05-12,India,74292,2415,11.908905733912473
4620,2020-05-15,India,85784,2753,12.0527349684939
4621,2020-05-18,India,100328,3156,12.209347278088668
4622,2020-05-21,India,118226,3584,12.37350050650201
4623,2020-05-24,India,138536,4024,12.532032679204958
4624,2020-05-27,India,158086,4534,12.66404164829694
4625,2020-05-30,India,181827,5185,12.803958145117269
4626,2020-06-02,India,207191,5829,12.934543532696415
4627,2020-06-05,India,236184,6649,13.065513621811359
4628,2020-06-08,India,265928,7473,13.18412805499604
4629,2020-06-11,India,297535,8498,13.296434324669542
4630,2020-06-14,India,332424,9520,13.407313722085252
4631,2020-06-17,India,366946,12237,13.506117157807932
4632,2020-06-20,India,410451,13254,13.61815901468522
4633,2020-06-23,India,456183,14476,13.7237965043415
4634,2020-06-26,India,508953,15685,13.833258133912677
4635,2020-06-29,India,566840,16893,13.94097953649953
4636,2020-07-02,India,625544,18213,14.039524130700704
4637,2020-07-05,India,697413,19693,14.14828023427574
4638,2020-07-08,India,767296,21129,14.243775105627696
4639,2020-07-11,India,849522,22673,14.345576297905895
4640,2020-01-22,Indonesia,0,0,0.0
4641,2020-01-25,Indonesia,0,0,0.0
4642,2020-01-28,Indonesia,0,0,0.0
4643,2020-01-31,Indonesia,0,0,0.0
4644,2020-02-03,Indonesia,0,0,0.0
4645,2020-02-06,Indonesia,0,0,0.0
4646,2020-02-09,Indonesia,0,0,0.0
4647,2020-02-12,Indonesia,0,0,0.0
4648,2020-02-15,Indonesia,0,0,0.0
4649,2020-02-18,Indonesia,0,0,0.0
4650,2020-02-21,Indonesia,0,0,0.0
4651,2020-02-24,Indonesia,0,0,0.0
4652,2020-02-27,Indonesia,0,0,0.0
4653,2020-03-01,Indonesia,0,0,0.0
4654,2020-03-04,Indonesia,2,0,1.4436354751788103
4655,2020-03-07,Indonesia,4,0,2.0947125472611012
4656,2020-03-10,Indonesia,27,0,3.989326805819546
4657,2020-03-13,Indonesia,69,4,4.927306190998636
4658,2020-03-16,Indonesia,134,5,5.591000903142794
4659,2020-03-19,Indonesia,311,25,6.432942677483244
4660,2020-03-22,Indonesia,514,48,6.935371392280933
4661,2020-03-25,Indonesia,790,58,7.3651805265976025
4662,2020-03-28,Indonesia,1155,102,7.745002990918572
4663,2020-03-31,Indonesia,1528,136,8.024862257362681
4664,2020-04-03,Indonesia,1986,181,8.287025088549331
4665,2020-04-06,Indonesia,2491,209,8.513586736111685
4666,2020-04-09,Indonesia,3293,280,8.792701485990854
4667,2020-04-12,Indonesia,4241,373,9.045701563934173
4668,2020-04-15,Indonesia,5136,469,9.237177035407159
4669,2020-04-18,Indonesia,6248,535,9.433163878483565
4670,2020-04-21,Indonesia,7135,616,9.56591471538168
4671,2020-04-24,Indonesia,8211,689,9.706377181976803
4672,2020-04-27,Indonesia,9096,765,9.808737219011933
4673,2020-04-30,Indonesia,10118,792,9.915218477853855
4674,2020-05-03,Indonesia,11192,845,10.016101698901098
4675,2020-05-06,Indonesia,12438,895,10.12165876383977
4676,2020-05-09,Indonesia,13645,959,10.214275615045127
4677,2020-05-12,Indonesia,14749,1007,10.292077744568699
4678,2020-05-15,Indonesia,16496,1076,10.404020387735406
4679,2020-05-18,Indonesia,18010,1191,10.491829619500695
4680,2020-05-21,Indonesia,20162,1278,10.60470210478883
4681,2020-05-24,Indonesia,22271,1372,10.70418784376483
4682,2020-05-27,Indonesia,23851,1473,10.77272860515809
4683,2020-05-30,Indonesia,25773,1573,10.850229892242478
4684,2020-06-02,Indonesia,27549,1663,10.916868697170981
4685,2020-06-05,Indonesia,29521,1770,10.986004334326216
4686,2020-06-08,Indonesia,32033,1883,11.067669081212452
4687,2020-06-11,Indonesia,35295,2000,11.164643770590203
4688,2020-06-14,Indonesia,38277,2134,11.245751653320431
4689,2020-06-17,Indonesia,41431,2276,11.324931852584461
4690,2020-06-20,Indonesia,45029,2429,11.408209186314995
4691,2020-06-23,Indonesia,47896,2535,11.469934453274112
4692,2020-06-26,Indonesia,51427,2683,11.541065786009066
4693,2020-06-29,Indonesia,55092,2805,11.609906974679536
4694,2020-07-02,Indonesia,59394,2987,11.685095670778676
4695,2020-07-05,Indonesia,63749,3171,11.755855957244593
4696,2020-07-08,Indonesia,68079,3359,11.821571255151618
4697,2020-07-11,Indonesia,74018,3535,11.905210766456285
4698,2020-01-22,Iran,0,0,0.0
4699,2020-01-25,Iran,0,0,0.0
4700,2020-01-28,Iran,0,0,0.0
4701,2020-01-31,Iran,0,0,0.0
4702,2020-02-03,Iran,0,0,0.0
4703,2020-02-06,Iran,0,0,0.0
4704,2020-02-09,Iran,0,0,0.0
4705,2020-02-12,Iran,0,0,0.0
4706,2020-02-15,Iran,0,0,0.0
4707,2020-02-18,Iran,0,0,0.0
4708,2020-02-21,Iran,18,4,3.584289651861328
4709,2020-02-24,Iran,61,12,4.8040882242035385
4710,2020-02-27,Iran,245,26,6.194409556009931
4711,2020-03-01,Iran,978,54,7.578657111968609
4712,2020-03-04,Iran,2922,92,8.673170802151162
4713,2020-03-07,Iran,5823,145,9.362718059770103
4714,2020-03-10,Iran,8042,291,9.68558027188272
4715,2020-03-13,Iran,11364,514,10.0313529254699
4716,2020-03-16,Iran,14991,853,10.308352481684706
4717,2020-03-19,Iran,18407,1284,10.513633487330527
4718,2020-03-22,Iran,21638,1685,10.67535348834142
4719,2020-03-25,Iran,27017,2077,10.897368757384973
4720,2020-03-28,Iran,35408,2517,11.167840243050183
4721,2020-03-31,Iran,44605,2898,11.398748420033483
4722,2020-04-03,Iran,53183,3294,11.57464125603927
4723,2020-04-06,Iran,60500,3739,11.703545824647179
4724,2020-04-09,Iran,66220,4110,11.793884991718194
4725,2020-04-12,Iran,71686,4474,11.87319793011145
4726,2020-04-15,Iran,76389,4777,11.936741166333828
4727,2020-04-18,Iran,80868,5031,11.99372065533239
4728,2020-04-21,Iran,84802,5297,12.041221587002244
4729,2020-04-24,Iran,88194,5574,12.080441393062129
4730,2020-04-27,Iran,91472,5806,12.116935374093577
4731,2020-04-30,Iran,94640,6028,12.150982679240126
4732,2020-05-03,Iran,97424,6203,12.17997504643464
4733,2020-05-06,Iran,101650,6418,12.222437999640633
4734,2020-05-09,Iran,106220,6589,12.266414874558494
4735,2020-05-12,Iran,110767,6733,12.30833135557929
4736,2020-05-15,Iran,116635,6902,12.35995185996098
4737,2020-05-18,Iran,122492,7057,12.408948181288538
4738,2020-05-21,Iran,129341,7249,12.463354787105814
4739,2020-05-24,Iran,135701,7417,12.511356395566088
4740,2020-05-27,Iran,141591,7564,12.55384507947216
4741,2020-05-30,Iran,148950,7734,12.604513138712642
4742,2020-06-02,Iran,157562,7942,12.660721491151344
4743,2020-06-05,Iran,167156,8134,12.71982996767478
4744,2020-06-08,Iran,173832,8351,12.75899177511149
4745,2020-06-11,Iran,180156,8584,12.794725601767952
4746,2020-06-14,Iran,187427,8837,12.834291895816431
4747,2020-06-17,Iran,195051,9185,12.874163522378717
4748,2020-06-20,Iran,202584,9507,12.912057074897703
4749,2020-06-23,Iran,209970,9863,12.94786712291731
4750,2020-06-26,Iran,217724,10239,12.98413066516579
4751,2020-06-29,Iran,225205,10670,13.017913558052754
4752,2020-07-02,Iran,232863,11106,13.05135275735008
4753,2020-07-05,Iran,240438,11571,13.08336471959926
4754,2020-07-08,Iran,248379,12084,13.115858264968859
4755,2020-07-11,Iran,255117,12635,13.142624723006431
4756,2020-01-22,Iraq,0,0,0.0
4757,2020-01-25,Iraq,0,0,0.0
4758,2020-01-28,Iraq,0,0,0.0
4759,2020-01-31,Iraq,0,0,0.0
4760,2020-02-03,Iraq,0,0,0.0
4761,2020-02-06,Iraq,0,0,0.0
4762,2020-02-09,Iraq,0,0,0.0
4763,2020-02-12,Iraq,0,0,0.0
4764,2020-02-15,Iraq,0,0,0.0
4765,2020-02-18,Iraq,0,0,0.0
4766,2020-02-21,Iraq,0,0,0.0
4767,2020-02-24,Iraq,1,0,0.881373587019543
4768,2020-02-27,Iraq,7,0,2.644120761058629
4769,2020-03-01,Iraq,19,0,3.6382779622295387
4770,2020-03-04,Iraq,35,2,4.248699261236361
4771,2020-03-07,Iraq,54,4,4.6822169499829025
4772,2020-03-10,Iraq,71,7,4.9558766472470746
4773,2020-03-13,Iraq,101,9,5.30829220390157
4774,2020-03-16,Iraq,124,10,5.5134450048735575
4775,2020-03-19,Iraq,192,13,5.950649334202769
4776,2020-03-22,Iraq,233,20,6.144190239078273
4777,2020-03-25,Iraq,346,29,6.539588043886714
4778,2020-03-28,Iraq,506,42,6.919684826271171
4779,2020-03-31,Iraq,694,50,7.235619660130535
4780,2020-04-03,Iraq,820,54,7.402451892620535
4781,2020-04-06,Iraq,1031,64,7.631431899768894
4782,2020-04-09,Iraq,1232,69,7.809541489362848
4783,2020-04-12,Iraq,1352,76,7.902487573931497
4784,2020-04-15,Iraq,1415,79,7.948032115498352
4785,2020-04-18,Iraq,1513,82,8.01499700355822
4786,2020-04-21,Iraq,1602,83,8.072155405600801
4787,2020-04-24,Iraq,1708,86,8.136225640605184
4788,2020-04-27,Iraq,1847,88,8.21446523404268
4789,2020-04-30,Iraq,2085,93,8.335671372300792
4790,2020-05-03,Iraq,2296,97,8.432070985423188
4791,2020-05-06,Iraq,2480,102,8.509161060366733
4792,2020-05-09,Iraq,2679,107,8.58634608493785
4793,2020-05-12,Iraq,2913,112,8.670085966981162
4794,2020-05-15,Iraq,3193,117,8.761863397795953
4795,2020-05-18,Iraq,3554,127,8.868976209067247
4796,2020-05-21,Iraq,3877,140,8.955964134863024
4797,2020-05-24,Iraq,4469,160,9.098067142010946
4798,2020-05-27,Iraq,5135,175,9.236982312403713
4799,2020-05-30,Iraq,6179,195,9.422058912168849
4800,2020-06-02,Iraq,7387,235,9.600624162670142
4801,2020-06-05,Iraq,9846,285,9.887967743456906
4802,2020-06-08,Iraq,13481,370,10.202183747626622
4803,2020-06-11,Iraq,16675,457,10.41481305224287
4804,2020-06-14,Iraq,20209,607,10.607030509890333
4805,2020-06-17,Iraq,24254,773,10.789484012201667
4806,2020-06-20,Iraq,29222,1013,10.975824310084741
4807,2020-06-23,Iraq,34502,1251,11.14191975312365
4808,2020-06-26,Iraq,41193,1559,11.319170798697137
4809,2020-06-29,Iraq,47151,1839,11.454257677416834
4810,2020-07-02,Iraq,53708,2160,11.584464425839213
4811,2020-07-05,Iraq,60479,2473,11.70319865695348
4812,2020-07-08,Iraq,67442,2779,11.812170428841426
4813,2020-07-11,Iraq,75194,3055,11.92097390012488
4814,2020-01-22,Ireland,0,0,0.0
4815,2020-01-25,Ireland,0,0,0.0
4816,2020-01-28,Ireland,0,0,0.0
4817,2020-01-31,Ireland,0,0,0.0
4818,2020-02-03,Ireland,0,0,0.0
4819,2020-02-06,Ireland,0,0,0.0
4820,2020-02-09,Ireland,0,0,0.0
4821,2020-02-12,Ireland,0,0,0.0
4822,2020-02-15,Ireland,0,0,0.0
4823,2020-02-18,Ireland,0,0,0.0
4824,2020-02-21,Ireland,0,0,0.0
4825,2020-02-24,Ireland,0,0,0.0
4826,2020-02-27,Ireland,0,0,0.0
4827,2020-03-01,Ireland,1,0,0.881373587019543
4828,2020-03-04,Ireland,6,0,2.491779852644912
4829,2020-03-07,Ireland,18,0,3.584289651861328
4830,2020-03-10,Ireland,34,0,4.219723898031069
4831,2020-03-13,Ireland,90,1,5.192987713658941
4832,2020-03-16,Ireland,169,2,5.8230546485630095
4833,2020-03-19,Ireland,557,3,7.015713226290625
4834,2020-03-22,Ireland,906,4,7.502186791170324
4835,2020-03-25,Ireland,1564,9,8.04814920386886
4836,2020-03-28,Ireland,2415,36,8.482601789511904
4837,2020-03-31,Ireland,3235,71,8.774931411383585
4838,2020-04-03,Ireland,4273,120,9.0532186298962
4839,2020-04-06,Ireland,5364,174,9.280612433650369
4840,2020-04-09,Ireland,6574,263,9.484024940568807
4841,2020-04-12,Ireland,9655,334,9.868378378104417
4842,2020-04-15,Ireland,12547,444,10.130384054307681
4843,2020-04-18,Ireland,14758,571,10.292687769326108
4844,2020-04-21,Ireland,16040,730,10.375988062952148
4845,2020-04-24,Ireland,18184,1014,10.501444546848393
4846,2020-04-27,Ireland,19648,1102,10.578878012154409
4847,2020-04-30,Ireland,20612,1232,10.626775890596496
4848,2020-05-03,Ireland,21506,1303,10.669234426050949
4849,2020-05-06,Ireland,22248,1375,10.703154576978823
4850,2020-05-09,Ireland,22760,1446,10.725907069282822
4851,2020-05-12,Ireland,23242,1488,10.746863446805564
4852,2020-05-15,Ireland,23956,1518,10.777121274379923
4853,2020-05-18,Ireland,24200,1547,10.787255093131607
4854,2020-05-21,Ireland,24391,1583,10.795116671759645
4855,2020-05-24,Ireland,24639,1608,10.805233013380054
4856,2020-05-27,Ireland,24803,1631,10.811867073545326
4857,2020-05-30,Ireland,24929,1651,10.81693424436083
4858,2020-06-02,Ireland,25066,1658,10.82241480612931
4859,2020-06-05,Ireland,25163,1670,10.826277121544948
4860,2020-06-08,Ireland,25207,1683,10.82802419365759
4861,2020-06-11,Ireland,25238,1703,10.829253255165293
4862,2020-06-14,Ireland,25303,1706,10.831825425711427
4863,2020-06-17,Ireland,25341,1710,10.833326097344859
4864,2020-06-20,Ireland,25374,1715,10.834627487648785
4865,2020-06-23,Ireland,25391,1720,10.835297240455729
4866,2020-06-26,Ireland,25414,1730,10.836202663211498
4867,2020-06-29,Ireland,25462,1735,10.838089604567152
4868,2020-07-02,Ireland,25489,1738,10.83914944647434
4869,2020-07-05,Ireland,25527,1741,10.840639175461266
4870,2020-07-08,Ireland,25542,1738,10.841226615999357
4871,2020-07-11,Ireland,25611,1746,10.843924406619504
4872,2020-01-22,Israel,0,0,0.0
4873,2020-01-25,Israel,0,0,0.0
4874,2020-01-28,Israel,0,0,0.0
4875,2020-01-31,Israel,0,0,0.0
4876,2020-02-03,Israel,0,0,0.0
4877,2020-02-06,Israel,0,0,0.0
4878,2020-02-09,Israel,0,0,0.0
4879,2020-02-12,Israel,0,0,0.0
4880,2020-02-15,Israel,0,0,0.0
4881,2020-02-18,Israel,0,0,0.0
4882,2020-02-21,Israel,1,0,0.881373587019543
4883,2020-02-24,Israel,1,0,0.881373587019543
4884,2020-02-27,Israel,3,0,1.8184464592320668
4885,2020-03-01,Israel,10,0,2.99822295029797
4886,2020-03-04,Israel,15,0,3.4023066454805946
4887,2020-03-07,Israel,43,0,4.45448247706051
4888,2020-03-10,Israel,75,0,5.01067973557803
4889,2020-03-13,Israel,126,0,5.5294448341790385
4890,2020-03-16,Israel,218,0,6.0776475038074835
4891,2020-03-19,Israel,427,0,6.74993256493351
4892,2020-03-22,Israel,883,1,7.476472701804417
4893,2020-03-25,Israel,2369,5,8.463370429264849
4894,2020-03-28,Israel,3619,12,8.887100223211794
4895,2020-03-31,Israel,5358,20,9.279493239372824
4896,2020-04-03,Israel,7428,40,9.606159107563565
4897,2020-04-06,Israel,8904,57,9.787403076668658
4898,2020-04-09,Israel,9968,86,9.900282424103256
4899,2020-04-12,Israel,11145,103,10.011893428392618
4900,2020-04-15,Israel,12501,130,10.126711102250253
4901,2020-04-18,Israel,13265,164,10.18603144855256
4902,2020-04-21,Israel,13942,184,10.235808327892434
4903,2020-04-24,Israel,15058,194,10.312811872072581
4904,2020-04-27,Israel,15555,204,10.34528459092492
4905,2020-04-30,Israel,15946,222,10.370110474605575
4906,2020-05-03,Israel,16208,232,10.386407408000068
4907,2020-05-06,Israel,16310,239,10.392680877114797
4908,2020-05-09,Israel,16454,247,10.401471069212237
4909,2020-05-12,Israel,16529,260,10.406018874392354
4910,2020-05-15,Israel,16589,266,10.409642285560668
4911,2020-05-18,Israel,16643,276,10.412892168049233
4912,2020-05-21,Israel,16683,279,10.415292697313857
4913,2020-05-24,Israel,16717,279,10.417328626157165
4914,2020-05-27,Israel,16793,281,10.421864593341462
4915,2020-05-30,Israel,17012,284,10.434821437797302
4916,2020-06-02,Israel,17285,290,10.450741533752431
4917,2020-06-05,Israel,17562,291,10.46663993729046
4918,2020-06-08,Israel,18032,298,10.493050417608371
4919,2020-06-11,Israel,18569,300,10.522395983885582
4920,2020-06-14,Israel,19055,300,10.548231994556435
4921,2020-06-17,Israel,19783,303,10.585725443226824
4922,2020-06-20,Israel,20633,305,10.627794195932415
4923,2020-06-23,Israel,21512,308,10.669513379048876
4924,2020-06-26,Israel,22800,314,10.727662995983394
4925,2020-06-29,Israel,24441,319,10.797164509957204
4926,2020-07-02,Israel,27047,324,10.898478553295693
4927,2020-07-05,Israel,29958,331,11.000698860567168
4928,2020-07-08,Israel,33557,344,11.114147945233892
4929,2020-07-11,Israel,37464,354,11.224282931601442
4930,2020-01-22,Italy,0,0,0.0
4931,2020-01-25,Italy,0,0,0.0
4932,2020-01-28,Italy,0,0,0.0
4933,2020-01-31,Italy,2,0,1.4436354751788103
4934,2020-02-03,Italy,2,0,1.4436354751788103
4935,2020-02-06,Italy,2,0,1.4436354751788103
4936,2020-02-09,Italy,3,0,1.8184464592320668
4937,2020-02-12,Italy,3,0,1.8184464592320668
4938,2020-02-15,Italy,3,0,1.8184464592320668
4939,2020-02-18,Italy,3,0,1.8184464592320668
4940,2020-02-21,Italy,20,1,3.6895038689889055
4941,2020-02-24,Italy,229,7,6.126873951342351
4942,2020-02-27,Italy,655,17,7.177782998911312
4943,2020-03-01,Italy,1694,34,8.127995142890997
4944,2020-03-04,Italy,3089,107,8.7287498996787
4945,2020-03-07,Italy,5883,233,9.372969302647812
4946,2020-03-10,Italy,10149,631,9.918277640435896
4947,2020-03-13,Italy,17660,1266,10.472204655519498
4948,2020-03-16,Italy,27980,2158,10.932392429098751
4949,2020-03-19,Italy,41035,3405,11.315327820772225
4950,2020-03-22,Italy,59138,5476,11.68077615540721
4951,2020-03-25,Italy,74386,7503,11.91017021167672
4952,2020-03-28,Italy,92472,10023,12.127808355563285
4953,2020-03-31,Italy,105792,12428,12.26237736176298
4954,2020-04-03,Italy,119827,14681,12.386951495473616
4955,2020-04-06,Italy,132547,16523,12.487839759066526
4956,2020-04-09,Italy,143626,18279,12.568115158275036
4957,2020-04-12,Italy,156363,19899,12.653082686785712
4958,2020-04-15,Italy,165155,21645,12.707786886436867
4959,2020-04-18,Italy,175925,23227,12.770960227402773
4960,2020-04-21,Italy,183957,24648,12.815604494195197
4961,2020-04-24,Italy,192994,25969,12.863561559887534
4962,2020-04-27,Italy,199414,26977,12.896285525243352
4963,2020-04-30,Italy,205463,27967,12.926168428611787
4964,2020-05-03,Italy,210717,28884,12.951418460539287
4965,2020-05-06,Italy,214457,29684,12.969011711619089
4966,2020-05-09,Italy,218268,30395,12.986626125093034
4967,2020-05-12,Italy,221216,30911,13.000042059310045
4968,2020-05-15,Italy,223885,31610,13.012034986713731
4969,2020-05-18,Italy,225886,32007,13.02093290677553
4970,2020-05-21,Italy,228006,32486,13.030274403944551
4971,2020-05-24,Italy,229858,32785,13.03836418650117
4972,2020-05-27,Italy,231139,33072,13.04392172070242
4973,2020-05-30,Italy,232664,33340,13.05049781225723
4974,2020-06-02,Italy,233515,33530,13.054148774421023
4975,2020-06-05,Italy,234531,33774,13.058490234857866
4976,2020-06-08,Italy,235278,33964,13.061670253246177
4977,2020-06-11,Italy,236142,34167,13.065335778541623
4978,2020-06-14,Italy,236989,34345,13.068916186102415
4979,2020-06-17,Italy,237828,34448,13.072450182876713
4980,2020-06-20,Italy,238275,34610,13.074327928370176
4981,2020-06-23,Italy,238833,34675,13.076667022472195
4982,2020-06-26,Italy,239961,34708,13.08137886968386
4983,2020-06-29,Italy,240436,34744,13.083356401411958
4984,2020-07-02,Italy,240961,34818,13.085537554215707
4985,2020-07-05,Italy,241611,34861,13.088231454371899
4986,2020-07-08,Italy,242149,34914,13.090455698715365
4987,2020-07-11,Italy,242827,34945,13.093251715185025
4988,2020-01-22,Jamaica,0,0,0.0
4989,2020-01-25,Jamaica,0,0,0.0
4990,2020-01-28,Jamaica,0,0,0.0
4991,2020-01-31,Jamaica,0,0,0.0
4992,2020-02-03,Jamaica,0,0,0.0
4993,2020-02-06,Jamaica,0,0,0.0
4994,2020-02-09,Jamaica,0,0,0.0
4995,2020-02-12,Jamaica,0,0,0.0
4996,2020-02-15,Jamaica,0,0,0.0
4997,2020-02-18,Jamaica,0,0,0.0
4998,2020-02-21,Jamaica,0,0,0.0
4999,2020-02-24,Jamaica,0,0,0.0
5000,2020-02-27,Jamaica,0,0,0.0
5001,2020-03-01,Jamaica,0,0,0.0
5002,2020-03-04,Jamaica,0,0,0.0
5003,2020-03-07,Jamaica,0,0,0.0
5004,2020-03-10,Jamaica,0,0,0.0
5005,2020-03-13,Jamaica,8,0,2.7764722807237177
