,Dates,Country,Confirmed Cases,Deaths,Confirmed Cases (Scaled for purpose of graph)
2696,2020-04-15,Czechia,6216,166,9.428029079077634
2697,2020-04-18,Czechia,6606,181,9.48888079223947
2698,2020-04-21,Czechia,7033,201,9.551515821922237
2699,2020-04-24,Czechia,7273,214,9.585071325440694
2700,2020-04-27,Czechia,7445,223,9.608445130188409
2701,2020-04-30,Czechia,7682,236,9.639782393702141
2702,2020-05-03,Czechia,7781,248,9.652587328306106
2703,2020-05-06,Czechia,7974,262,9.67708871243301
2704,2020-05-09,Czechia,8095,276,9.692149050486783
2705,2020-05-12,Czechia,8221,283,9.707594319411132
2706,2020-05-15,Czechia,8406,295,9.729848199663035
2707,2020-05-18,Czechia,8586,297,9.751035432735689
2708,2020-05-21,Czechia,8754,306,9.770413201573108
2709,2020-05-24,Czechia,8955,315,9.793114498172274
2710,2020-05-27,Czechia,9086,317,9.807637229907563
2711,2020-05-30,Czechia,9230,319,9.82336151099136
2712,2020-06-02,Czechia,9364,323,9.837775012021877
2713,2020-06-05,Czechia,9529,327,9.855242242661381
2714,2020-06-08,Czechia,9697,328,9.872719021523165
2715,2020-06-11,Czechia,9855,328,9.888881402720873
2716,2020-06-14,Czechia,10024,329,9.905884679623892
2717,2020-06-17,Czechia,10162,333,9.91955773513455
2718,2020-06-20,Czechia,10448,336,9.94731303436636
2719,2020-06-23,Czechia,10650,339,9.966462353901665
2720,2020-06-26,Czechia,11038,349,10.002246326611306
2721,2020-06-29,Czechia,11805,348,10.069425631873498
2722,2020-07-02,Czechia,12178,353,10.100533506414195
2723,2020-07-05,Czechia,12515,348,10.127830386021987
2724,2020-07-08,Czechia,12814,351,10.151440784281458
2725,2020-07-11,Czechia,13115,352,10.17465907431438
2726,2020-01-22,Denmark,0,0,0.0
2727,2020-01-25,Denmark,0,0,0.0
2728,2020-01-28,Denmark,0,0,0.0
2729,2020-01-31,Denmark,0,0,0.0
2730,2020-02-03,Denmark,0,0,0.0
2731,2020-02-06,Denmark,0,0,0.0
2732,2020-02-09,Denmark,0,0,0.0
2733,2020-02-12,Denmark,0,0,0.0
2734,2020-02-15,Denmark,0,0,0.0
2735,2020-02-18,Denmark,0,0,0.0
2736,2020-02-21,Denmark,0,0,0.0
2737,2020-02-24,Denmark,0,0,0.0
2738,2020-02-27,Denmark,1,0,0.881373587019543
2739,2020-03-01,Denmark,4,0,2.0947125472611012
2740,2020-03-04,Denmark,11,0,3.093102195050827
2741,2020-03-07,Denmark,24,0,3.8716347563877314
2742,2020-03-10,Denmark,264,0,6.26909987069339
2743,2020-03-13,Denmark,804,0,7.3827468364865405
2744,2020-03-16,Denmark,933,3,7.531552668602064
2745,2020-03-19,Denmark,1225,6,7.803843470135982
2746,2020-03-22,Denmark,1514,13,8.015657723623038
2747,2020-03-25,Denmark,1862,34,8.222553710504487
2748,2020-03-28,Denmark,2366,65,8.462103269757431
2749,2020-03-31,Denmark,3039,90,8.712431000546136
2750,2020-04-03,Denmark,3946,139,8.97360488319808
2751,2020-04-06,Denmark,4875,187,9.185022574511288
2752,2020-04-09,Denmark,5830,237,9.363919467259826
2753,2020-04-12,Denmark,6369,273,9.452344937094386
2754,2020-04-15,Denmark,6876,309,9.528939552350403
2755,2020-04-18,Denmark,7437,346,9.607370005783308
2756,2020-04-21,Denmark,7891,370,9.666625333095892
2757,2020-04-24,Denmark,8408,403,9.730086096653077
2758,2020-04-27,Denmark,8896,427,9.786504200209315
2759,2020-04-30,Denmark,9356,452,9.836920311120025
2760,2020-05-03,Denmark,9721,484,9.875190956026577
2761,2020-05-06,Denmark,10136,506,9.916995904994282
2762,2020-05-09,Denmark,10517,526,9.953895457340222
2763,2020-05-12,Denmark,10789,527,9.979429558259005
2764,2020-05-15,Denmark,10989,537,9.997797234077124
2765,2020-05-18,Denmark,11166,548,10.013775908435392
2766,2020-05-21,Denmark,11380,561,10.032759890170704
2767,2020-05-24,Denmark,11559,562,10.048366815725323
2768,2020-05-27,Denmark,11680,565,10.058780438774708
2769,2020-05-30,Denmark,11833,571,10.071794699729965
2770,2020-06-02,Denmark,11934,580,10.080293930397339
2771,2020-06-05,Denmark,12075,586,10.092039660795331
2772,2020-06-08,Denmark,12162,593,10.099218797930169
2773,2020-06-11,Denmark,12235,593,10.105203158106777
2774,2020-06-14,Denmark,12393,597,10.118034258252568
2775,2020-06-17,Denmark,12494,598,10.126150990214997
2776,2020-06-20,Denmark,12591,600,10.133884734138602
2777,2020-06-23,Denmark,12761,603,10.147296105829142
2778,2020-06-26,Denmark,12875,604,10.156189907600035
2779,2020-06-29,Denmark,12951,605,10.162075466274038
2780,2020-07-02,Denmark,13015,606,10.167004999464494
2781,2020-07-05,Denmark,13033,606,10.168387063562474
2782,2020-07-08,Denmark,13101,609,10.173591024170186
2783,2020-07-11,Denmark,13147,609,10.177096056702943
2784,2020-01-22,Diamond Princess,0,0,0.0
2785,2020-01-25,Diamond Princess,0,0,0.0
2786,2020-01-28,Diamond Princess,0,0,0.0
2787,2020-01-31,Diamond Princess,0,0,0.0
2788,2020-02-03,Diamond Princess,0,0,0.0
2789,2020-02-06,Diamond Princess,0,0,0.0
2790,2020-02-09,Diamond Princess,64,0,4.85209129348869
2791,2020-02-12,Diamond Princess,175,0,5.857941317648809
2792,2020-02-15,Diamond Princess,285,0,6.3456394386845
2793,2020-02-18,Diamond Princess,542,0,6.988414033021775
2794,2020-02-21,Diamond Princess,634,2,7.1451967569552135
2795,2020-02-24,Diamond Princess,691,3,7.231287527908247
2796,2020-02-27,Diamond Princess,705,4,7.251345486364642
2797,2020-03-01,Diamond Princess,705,6,7.251345486364642
2798,2020-03-04,Diamond Princess,706,6,7.252762919621718
2799,2020-03-07,Diamond Princess,706,6,7.252762919621718
2800,2020-03-10,Diamond Princess,706,6,7.252762919621718
2801,2020-03-13,Diamond Princess,706,7,7.252762919621718
2802,2020-03-16,Diamond Princess,706,7,7.252762919621718
2803,2020-03-19,Diamond Princess,712,7,7.2612255851226735
2804,2020-03-22,Diamond Princess,712,8,7.2612255851226735
2805,2020-03-25,Diamond Princess,712,10,7.2612255851226735
2806,2020-03-28,Diamond Princess,712,10,7.2612255851226735
2807,2020-03-31,Diamond Princess,712,10,7.2612255851226735
2808,2020-04-03,Diamond Princess,712,11,7.2612255851226735
2809,2020-04-06,Diamond Princess,712,11,7.2612255851226735
2810,2020-04-09,Diamond Princess,712,11,7.2612255851226735
2811,2020-04-12,Diamond Princess,712,11,7.2612255851226735
2812,2020-04-15,Diamond Princess,712,12,7.2612255851226735
2813,2020-04-18,Diamond Princess,712,13,7.2612255851226735
2814,2020-04-21,Diamond Princess,712,13,7.2612255851226735
2815,2020-04-24,Diamond Princess,712,13,7.2612255851226735
2816,2020-04-27,Diamond Princess,712,13,7.2612255851226735
2817,2020-04-30,Diamond Princess,712,13,7.2612255851226735
2818,2020-05-03,Diamond Princess,712,13,7.2612255851226735
2819,2020-05-06,Diamond Princess,712,13,7.2612255851226735
2820,2020-05-09,Diamond Princess,712,13,7.2612255851226735
2821,2020-05-12,Diamond Princess,712,13,7.2612255851226735
2822,2020-05-15,Diamond Princess,712,13,7.2612255851226735
2823,2020-05-18,Diamond Princess,712,13,7.2612255851226735
2824,2020-05-21,Diamond Princess,712,13,7.2612255851226735
2825,2020-05-24,Diamond Princess,712,13,7.2612255851226735
2826,2020-05-27,Diamond Princess,712,13,7.2612255851226735
2827,2020-05-30,Diamond Princess,712,13,7.2612255851226735
2828,2020-06-02,Diamond Princess,712,13,7.2612255851226735
2829,2020-06-05,Diamond Princess,712,13,7.2612255851226735
2830,2020-06-08,Diamond Princess,712,13,7.2612255851226735
2831,2020-06-11,Diamond Princess,712,13,7.2612255851226735
2832,2020-06-14,Diamond Princess,712,13,7.2612255851226735
2833,2020-06-17,Diamond Princess,712,13,7.2612255851226735
2834,2020-06-20,Diamond Princess,712,13,7.2612255851226735
2835,2020-06-23,Diamond Princess,712,13,7.2612255851226735
2836,2020-06-26,Diamond Princess,712,13,7.2612255851226735
2837,2020-06-29,Diamond Princess,712,13,7.2612255851226735
2838,2020-07-02,Diamond Princess,712,13,7.2612255851226735
2839,2020-07-05,Diamond Princess,712,13,7.2612255851226735
2840,2020-07-08,Diamond Princess,712,13,7.2612255851226735
2841,2020-07-11,Diamond Princess,712,13,7.2612255851226735
2842,2020-01-22,Djibouti,0,0,0.0
2843,2020-01-25,Djibouti,0,0,0.0
2844,2020-01-28,Djibouti,0,0,0.0
2845,2020-01-31,Djibouti,0,0,0.0
2846,2020-02-03,Djibouti,0,0,0.0
2847,2020-02-06,Djibouti,0,0,0.0
2848,2020-02-09,Djibouti,0,0,0.0
2849,2020-02-12,Djibouti,0,0,0.0
2850,2020-02-15,Djibouti,0,0,0.0
2851,2020-02-18,Djibouti,0,0,0.0
2852,2020-02-21,Djibouti,0,0,0.0
2853,2020-02-24,Djibouti,0,0,0.0
2854,2020-02-27,Djibouti,0,0,0.0
2855,2020-03-01,Djibouti,0,0,0.0
2856,2020-03-04,Djibouti,0,0,0.0
2857,2020-03-07,Djibouti,0,0,0.0
2858,2020-03-10,Djibouti,0,0,0.0
2859,2020-03-13,Djibouti,0,0,0.0
2860,2020-03-16,Djibouti,0,0,0.0
2861,2020-03-19,Djibouti,1,0,0.881373587019543
2862,2020-03-22,Djibouti,1,0,0.881373587019543
2863,2020-03-25,Djibouti,11,0,3.093102195050827
2864,2020-03-28,Djibouti,14,0,3.3334775868839928
2865,2020-03-31,Djibouti,30,0,4.09462222433053
2866,2020-04-03,Djibouti,49,0,4.585071585693813
2867,2020-04-06,Djibouti,90,0,5.192987713658941
2868,2020-04-09,Djibouti,135,0,5.598435676137257
2869,2020-04-12,Djibouti,214,2,6.0591286545291485
2870,2020-04-15,Djibouti,435,2,6.768494532824502
2871,2020-04-18,Djibouti,732,2,7.288928161092043
2872,2020-04-21,Djibouti,945,2,7.5443323880009405
2873,2020-04-24,Djibouti,999,2,7.599902209709156
2874,2020-04-27,Djibouti,1035,2,7.635304119637008
2875,2020-04-30,Djibouti,1089,2,7.686162514299461
2876,2020-05-03,Djibouti,1112,2,7.7070628575468
2877,2020-05-06,Djibouti,1124,3,7.717796408896022
2878,2020-05-09,Djibouti,1189,3,7.774015254088967
2879,2020-05-12,Djibouti,1256,3,7.828834686063041
2880,2020-05-15,Djibouti,1309,4,7.870166092371635
2881,2020-05-18,Djibouti,1518,7,8.018296247007191
2882,2020-05-21,Djibouti,2047,10,8.317277825884124
2883,2020-05-24,Djibouti,2270,10,8.42068233955176
2884,2020-05-27,Djibouti,2697,18,8.593042538069561
2885,2020-05-30,Djibouti,3194,22,8.762176533840776
2886,2020-06-02,Djibouti,3779,25,8.930361901415406
2887,2020-06-05,Djibouti,4123,26,9.01748352797348
2888,2020-06-08,Djibouti,4278,31,9.05438808386254
2889,2020-06-11,Djibouti,4398,37,9.082052364599623
2890,2020-06-14,Djibouti,4465,43,9.097171686410531
2891,2020-06-17,Djibouti,4545,43,9.114930199273944
2892,2020-06-20,Djibouti,4565,45,9.119320985585622
2893,2020-06-23,Djibouti,4617,49,9.130647614794833
2894,2020-06-26,Djibouti,4643,52,9.136263180176787
2895,2020-06-29,Djibouti,4656,53,9.13905918150347
2896,2020-07-02,Djibouti,4715,55,9.151651386872947
2897,2020-07-05,Djibouti,4792,55,9.167850331242185
2898,2020-07-08,Djibouti,4889,55,9.187890253597827
2899,2020-07-11,Djibouti,4968,56,9.2039198143025
2900,2020-01-22,Dominica,0,0,0.0
2901,2020-01-25,Dominica,0,0,0.0
2902,2020-01-28,Dominica,0,0,0.0
2903,2020-01-31,Dominica,0,0,0.0
2904,2020-02-03,Dominica,0,0,0.0
2905,2020-02-06,Dominica,0,0,0.0
2906,2020-02-09,Dominica,0,0,0.0
2907,2020-02-12,Dominica,0,0,0.0
2908,2020-02-15,Dominica,0,0,0.0
2909,2020-02-18,Dominica,0,0,0.0
2910,2020-02-21,Dominica,0,0,0.0
2911,2020-02-24,Dominica,0,0,0.0
2912,2020-02-27,Dominica,0,0,0.0
2913,2020-03-01,Dominica,0,0,0.0
2914,2020-03-04,Dominica,0,0,0.0
2915,2020-03-07,Dominica,0,0,0.0
2916,2020-03-10,Dominica,0,0,0.0
2917,2020-03-13,Dominica,0,0,0.0
2918,2020-03-16,Dominica,0,0,0.0
2919,2020-03-19,Dominica,0,0,0.0
2920,2020-03-22,Dominica,1,0,0.881373587019543
2921,2020-03-25,Dominica,7,0,2.644120761058629
2922,2020-03-28,Dominica,11,0,3.093102195050827
2923,2020-03-31,Dominica,12,0,3.179785437699879
2924,2020-04-03,Dominica,12,0,3.179785437699879
2925,2020-04-06,Dominica,15,0,3.4023066454805946
2926,2020-04-09,Dominica,15,0,3.4023066454805946
2927,2020-04-12,Dominica,16,0,3.466711037884725
2928,2020-04-15,Dominica,16,0,3.466711037884725
2929,2020-04-18,Dominica,16,0,3.466711037884725
2930,2020-04-21,Dominica,16,0,3.466711037884725
2931,2020-04-24,Dominica,16,0,3.466711037884725
2932,2020-04-27,Dominica,16,0,3.466711037884725
2933,2020-04-30,Dominica,16,0,3.466711037884725
2934,2020-05-03,Dominica,16,0,3.466711037884725
2935,2020-05-06,Dominica,16,0,3.466711037884725
2936,2020-05-09,Dominica,16,0,3.466711037884725
2937,2020-05-12,Dominica,16,0,3.466711037884725
2938,2020-05-15,Dominica,16,0,3.466711037884725
2939,2020-05-18,Dominica,16,0,3.466711037884725
2940,2020-05-21,Dominica,16,0,3.466711037884725
2941,2020-05-24,Dominica,16,0,3.466711037884725
2942,2020-05-27,Dominica,16,0,3.466711037884725
2943,2020-05-30,Dominica,16,0,3.466711037884725
2944,2020-06-02,Dominica,18,0,3.584289651861328
2945,2020-06-05,Dominica,18,0,3.584289651861328
2946,2020-06-08,Dominica,18,0,3.584289651861328
2947,2020-06-11,Dominica,18,0,3.584289651861328
2948,2020-06-14,Dominica,18,0,3.584289651861328
2949,2020-06-17,Dominica,18,0,3.584289651861328
2950,2020-06-20,Dominica,18,0,3.584289651861328
2951,2020-06-23,Dominica,18,0,3.584289651861328
2952,2020-06-26,Dominica,18,0,3.584289651861328
2953,2020-06-29,Dominica,18,0,3.584289651861328
2954,2020-07-02,Dominica,18,0,3.584289651861328
2955,2020-07-05,Dominica,18,0,3.584289651861328
2956,2020-07-08,Dominica,18,0,3.584289651861328
2957,2020-07-11,Dominica,18,0,3.584289651861328
2958,2020-01-22,Dominican Republic,0,0,0.0
2959,2020-01-25,Dominican Republic,0,0,0.0
2960,2020-01-28,Dominican Republic,0,0,0.0
2961,2020-01-31,Dominican Republic,0,0,0.0
2962,2020-02-03,Dominican Republic,0,0,0.0
2963,2020-02-06,Dominican Republic,0,0,0.0
2964,2020-02-09,Dominican Republic,0,0,0.0
2965,2020-02-12,Dominican Republic,0,0,0.0
2966,2020-02-15,Dominican Republic,0,0,0.0
2967,2020-02-18,Dominican Republic,0,0,0.0
2968,2020-02-21,Dominican Republic,0,0,0.0
2969,2020-02-24,Dominican Republic,0,0,0.0
2970,2020-02-27,Dominican Republic,0,0,0.0
2971,2020-03-01,Dominican Republic,1,0,0.881373587019543
2972,2020-03-04,Dominican Republic,1,0,0.881373587019543
2973,2020-03-07,Dominican Republic,2,0,1.4436354751788103
2974,2020-03-10,Dominican Republic,5,0,2.3124383412727525
2975,2020-03-13,Dominican Republic,5,0,2.3124383412727525
2976,2020-03-16,Dominican Republic,11,0,3.093102195050827
2977,2020-03-19,Dominican Republic,34,2,4.219723898031069
2978,2020-03-22,Dominican Republic,202,3,6.001421004755152
2979,2020-03-25,Dominican Republic,392,10,6.664410647272718
2980,2020-03-28,Dominican Republic,719,28,7.271009021876115
2981,2020-03-31,Dominican Republic,1109,51,7.704361371181949
2982,2020-04-03,Dominican Republic,1488,68,7.998335508863415
2983,2020-04-06,Dominican Republic,1828,86,8.20412500738885
2984,2020-04-09,Dominican Republic,2349,118,8.45489221052676
2985,2020-04-12,Dominican Republic,2967,173,8.688453829249887
2986,2020-04-15,Dominican Republic,3614,189,8.885717670853078
2987,2020-04-18,Dominican Republic,4335,217,9.06762408307796
2988,2020-04-21,Dominican Republic,5044,245,9.219101887471052
2989,2020-04-24,Dominican Republic,5749,267,9.349928393747303
2990,2020-04-27,Dominican Republic,6293,282,9.440340370399715
2991,2020-04-30,Dominican Republic,6972,301,9.54280459234296
2992,2020-05-03,Dominican Republic,7954,333,9.674577410279143
2993,2020-05-06,Dominican Republic,8807,362,9.776449322588581
2994,2020-05-09,Dominican Republic,9882,385,9.891617382525702
2995,2020-05-12,Dominican Republic,10900,402,9.98966525088138
2996,2020-05-15,Dominican Republic,11739,424,10.063819093252636
2997,2020-05-18,Dominican Republic,12725,434,10.144471023522588
2998,2020-05-21,Dominican Republic,13657,448,10.215154671578754
2999,2020-05-24,Dominican Republic,14801,458,10.295597206738323
3000,2020-05-27,Dominican Republic,15723,474,10.356027069041495
3001,2020-05-30,Dominican Republic,16908,498,10.428689343121118
3002,2020-06-02,Dominican Republic,17752,515,10.47740064596569
3003,2020-06-05,Dominican Republic,18708,525,10.52985370012003
3004,2020-06-08,Dominican Republic,20126,539,10.602914971670423
3005,2020-06-11,Dominican Republic,21437,561,10.666020861125098
3006,2020-06-14,Dominican Republic,22962,592,10.734743135687857
3007,2020-06-17,Dominican Republic,24105,633,10.783321747829923
3008,2020-06-20,Dominican Republic,25778,655,10.85042387490089
3009,2020-06-23,Dominican Republic,27936,675,10.930818639519615
3010,2020-06-26,Dominican Republic,29764,712,10.994202069359297
3011,2020-06-29,Dominican Republic,31816,733,11.060871767694444
3012,2020-07-02,Dominican Republic,34197,765,11.133040380678612
3013,2020-07-05,Dominican Republic,37425,794,11.223241390026265
3014,2020-07-08,Dominican Republic,39588,829,11.279428501736046
3015,2020-07-11,Dominican Republic,43114,880,11.364750230027818
3016,2020-01-22,Ecuador,0,0,0.0
3017,2020-01-25,Ecuador,0,0,0.0
3018,2020-01-28,Ecuador,0,0,0.0
3019,2020-01-31,Ecuador,0,0,0.0
3020,2020-02-03,Ecuador,0,0,0.0
3021,2020-02-06,Ecuador,0,0,0.0
3022,2020-02-09,Ecuador,0,0,0.0
3023,2020-02-12,Ecuador,0,0,0.0
3024,2020-02-15,Ecuador,0,0,0.0
3025,2020-02-18,Ecuador,0,0,0.0
3026,2020-02-21,Ecuador,0,0,0.0
3027,2020-02-24,Ecuador,0,0,0.0
3028,2020-02-27,Ecuador,0,0,0.0
3029,2020-03-01,Ecuador,6,0,2.491779852644912
3030,2020-03-04,Ecuador,10,0,2.99822295029797
3031,2020-03-07,Ecuador,13,0,3.2595725562629214
3032,2020-03-10,Ecuador,15,0,3.4023066454805946
3033,2020-03-13,Ecuador,17,0,3.5272244561999657
3034,2020-03-16,Ecuador,37,2,4.304247658249556
3035,2020-03-19,Ecuador,199,3,5.9864583181965525
3036,2020-03-22,Ecuador,789,14,7.363913902998456
3037,2020-03-25,Ecuador,1173,28,7.760467210908793
3038,2020-03-28,Ecuador,1823,48,8.201386030464375
3039,2020-03-31,Ecuador,2240,75,8.407378375233645
3040,2020-04-03,Ecuador,3368,145,8.815221577961363
3041,2020-04-06,Ecuador,3747,191,8.921857997159888
3042,2020-04-09,Ecuador,4965,272,9.203315767180703
3043,2020-04-12,Ecuador,7466,333,9.611261844519492
3044,2020-04-15,Ecuador,7858,388,9.662434584727054
3045,2020-04-18,Ecuador,9022,456,9.800568501599672
3046,2020-04-21,Ecuador,10398,520,9.942515941815886
3047,2020-04-24,Ecuador,22719,576,10.72410403882623
3048,2020-04-27,Ecuador,23240,663,10.746777391988672
3049,2020-04-30,Ecuador,24934,900,10.817134793866986
3050,2020-05-03,Ecuador,29538,1564,10.986580029832735
3051,2020-05-06,Ecuador,31881,1618,11.062912680846717
3052,2020-05-09,Ecuador,29071,1717,10.970643573541826
3053,2020-05-12,Ecuador,30419,2327,11.015969872993278
3054,2020-05-15,Ecuador,31467,2594,11.04984183744214
3055,2020-05-18,Ecuador,33582,2799,11.11489266890104
3056,2020-05-21,Ecuador,35306,2939,11.164955380909733
3057,2020-05-24,Ecuador,36756,3108,11.205203937365768
3058,2020-05-27,Ecuador,38103,3275,11.24119547890457
3059,2020-05-30,Ecuador,38571,3334,11.253403158480346
3060,2020-06-02,Ecuador,40414,3438,11.300078719286452
3061,2020-06-05,Ecuador,41575,3534,11.32840148476571
3062,2020-06-08,Ecuador,43378,3642,11.37085485981536
3063,2020-06-11,Ecuador,44440,3720,11.3950424244401
3064,2020-06-14,Ecuador,46751,3896,11.445738105536721
3065,2020-06-17,Ecuador,48490,4007,11.48226005076567
3066,2020-06-20,Ecuador,49731,4156,11.507530940754005
3067,2020-06-23,Ecuador,51643,4274,11.54525711842723
3068,2020-06-26,Ecuador,53856,4406,11.58721627763667
3069,2020-06-29,Ecuador,55665,4502,11.620254042803435
3070,2020-07-02,Ecuador,59468,4639,11.686340812363879
3071,2020-07-05,Ecuador,61958,4781,11.727359195745294
3072,2020-07-08,Ecuador,63245,4873,11.74791853270409
3073,2020-07-11,Ecuador,67209,5031,11.80870962673033
3074,2020-01-22,Egypt,0,0,0.0
3075,2020-01-25,Egypt,0,0,0.0
3076,2020-01-28,Egypt,0,0,0.0
3077,2020-01-31,Egypt,0,0,0.0
3078,2020-02-03,Egypt,0,0,0.0
3079,2020-02-06,Egypt,0,0,0.0
3080,2020-02-09,Egypt,0,0,0.0
3081,2020-02-12,Egypt,0,0,0.0
3082,2020-02-15,Egypt,1,0,0.881373587019543
3083,2020-02-18,Egypt,1,0,0.881373587019543
3084,2020-02-21,Egypt,1,0,0.881373587019543
3085,2020-02-24,Egypt,1,0,0.881373587019543
3086,2020-02-27,Egypt,1,0,0.881373587019543
3087,2020-03-01,Egypt,2,0,1.4436354751788103
3088,2020-03-04,Egypt,2,0,1.4436354751788103
3089,2020-03-07,Egypt,15,0,3.4023066454805946
3090,2020-03-10,Egypt,59,1,4.770756435173042
3091,2020-03-13,Egypt,80,2,5.0752128754452075
3092,2020-03-16,Egypt,150,2,5.703793585582131
3093,2020-03-19,Egypt,256,6,6.238328439714945
3094,2020-03-22,Egypt,327,14,6.48310968944898
3095,2020-03-25,Egypt,456,21,6.8156411923651765
3096,2020-03-28,Egypt,576,36,7.049255594775432
3097,2020-03-31,Egypt,710,46,7.258412646528284
3098,2020-04-03,Egypt,985,66,7.585789079404124
3099,2020-04-06,Egypt,1322,85,7.880048344018001
3100,2020-04-09,Egypt,1699,118,8.130942388838918
3101,2020-04-12,Egypt,2065,159,8.326032744582374
3102,2020-04-15,Egypt,2505,183,8.519191233919386
3103,2020-04-18,Egypt,3032,224,8.71012495451674
3104,2020-04-21,Egypt,3490,264,8.8508042162817
3105,2020-04-24,Egypt,4092,294,9.009936322561769
3106,2020-04-27,Egypt,4782,337,9.16576133951075
3107,2020-04-30,Egypt,5537,392,9.312355305537293
3108,2020-05-03,Egypt,6465,429,9.467305477747304
3109,2020-05-06,Egypt,7588,469,9.627470515956805
3110,2020-05-09,Egypt,8964,514,9.794119018592022
3111,2020-05-12,Egypt,10093,544,9.912744576252946
3112,2020-05-15,Egypt,11228,592,10.019313120024776
3113,2020-05-18,Egypt,12764,645,10.147531169492577
3114,2020-05-21,Egypt,15003,696,10.309152641757626
3115,2020-05-24,Egypt,17265,764,10.449583791222738
3116,2020-05-27,Egypt,19666,816,10.579793716546456
3117,2020-05-30,Egypt,23449,913,10.755730310056517
3118,2020-06-02,Egypt,27536,1052,10.91639669934098
3119,2020-06-05,Egypt,31115,1166,11.03859247782149
3120,2020-06-08,Egypt,35444,1271,11.168856445926139
3121,2020-06-11,Egypt,39726,1377,11.28290834487126
3122,2020-06-14,Egypt,44598,1575,11.398591474638986
3123,2020-06-17,Egypt,49219,1850,11.497182187457467
3124,2020-06-20,Egypt,53758,2106,11.585394952770505
3125,2020-06-23,Egypt,58141,2365,11.663773554461253
3126,2020-06-26,Egypt,62755,2620,11.740140715717972
3127,2020-06-29,Egypt,66754,2872,11.80191668017674
3128,2020-07-02,Egypt,71299,3120,11.867784761667714
3129,2020-07-05,Egypt,75253,3343,11.921758229530177
3130,2020-07-08,Egypt,78304,3564,11.961501146843117
3131,2020-07-11,Egypt,81158,3769,11.997300331552893
3132,2020-01-22,El Salvador,0,0,0.0
3133,2020-01-25,El Salvador,0,0,0.0
3134,2020-01-28,El Salvador,0,0,0.0
3135,2020-01-31,El Salvador,0,0,0.0
3136,2020-02-03,El Salvador,0,0,0.0
3137,2020-02-06,El Salvador,0,0,0.0
3138,2020-02-09,El Salvador,0,0,0.0
3139,2020-02-12,El Salvador,0,0,0.0
3140,2020-02-15,El Salvador,0,0,0.0
3141,2020-02-18,El Salvador,0,0,0.0
3142,2020-02-21,El Salvador,0,0,0.0
3143,2020-02-24,El Salvador,0,0,0.0
3144,2020-02-27,El Salvador,0,0,0.0
3145,2020-03-01,El Salvador,0,0,0.0
3146,2020-03-04,El Salvador,0,0,0.0
3147,2020-03-07,El Salvador,0,0,0.0
3148,2020-03-10,El Salvador,0,0,0.0
3149,2020-03-13,El Salvador,0,0,0.0
3150,2020-03-16,El Salvador,0,0,0.0
3151,2020-03-19,El Salvador,1,0,0.881373587019543
3152,2020-03-22,El Salvador,3,0,1.8184464592320668
3153,2020-03-25,El Salvador,9,0,2.8934439858858716
3154,2020-03-28,El Salvador,19,0,3.6382779622295387
3155,2020-03-31,El Salvador,32,1,4.15912713462618
3156,2020-04-03,El Salvador,46,2,4.521906703564322
3157,2020-04-06,El Salvador,69,4,4.927306190998636
3158,2020-04-09,El Salvador,103,6,5.327899732854396
3159,2020-04-12,El Salvador,125,6,5.52147691747826
3160,2020-04-15,El Salvador,159,6,5.762061271482829
3161,2020-04-18,El Salvador,190,7,5.940178177856251
3162,2020-04-21,El Salvador,225,7,6.109252520999391
3163,2020-04-24,El Salvador,274,8,6.306278616890357
3164,2020-04-27,El Salvador,323,8,6.470801900039648
3165,2020-04-30,El Salvador,395,10,6.672034547764539
3166,2020-05-03,El Salvador,490,11,6.887553612895811
3167,2020-05-06,El Salvador,633,15,7.143618226628826
3168,2020-05-09,El Salvador,784,17,7.357556607641675
3169,2020-05-12,El Salvador,998,20,7.598900707874323
3170,2020-05-15,El Salvador,1210,25,7.791522989904053
3171,2020-05-18,El Salvador,1413,30,7.946617688459256
3172,2020-05-21,El Salvador,1640,33,8.0955987943288
3173,2020-05-24,El Salvador,1915,35,8.250620150346123
3174,2020-05-27,El Salvador,2109,39,8.347116417245255
3175,2020-05-30,El Salvador,2395,46,8.474285733989147
3176,2020-06-02,El Salvador,2653,49,8.576593570217074
3177,2020-06-05,El Salvador,2849,53,8.647870545858163
3178,2020-06-08,El Salvador,3104,56,8.733594087810618
3179,2020-06-11,El Salvador,3373,68,8.816705037595504
3180,2020-06-14,El Salvador,3720,74,8.914626145892809
3181,2020-06-17,El Salvador,4066,79,9.003562189870099
3182,2020-06-20,El Salvador,4475,93,9.099408823752906
3183,2020-06-23,El Salvador,4973,113,9.204925749383564
3184,2020-06-26,El Salvador,5517,133,9.308736702045985
3185,2020-06-29,El Salvador,6173,164,9.4210874095145
3186,2020-07-02,El Salvador,7000,191,9.546812613699437
3187,2020-07-05,El Salvador,7777,217,9.652073123388368
3188,2020-07-08,El Salvador,8566,235,9.748703342142354
3189,2020-07-11,El Salvador,9391,254,9.84065424619932
3190,2020-01-22,Equatorial Guinea,0,0,0.0
3191,2020-01-25,Equatorial Guinea,0,0,0.0
3192,2020-01-28,Equatorial Guinea,0,0,0.0
3193,2020-01-31,Equatorial Guinea,0,0,0.0
3194,2020-02-03,Equatorial Guinea,0,0,0.0
3195,2020-02-06,Equatorial Guinea,0,0,0.0
3196,2020-02-09,Equatorial Guinea,0,0,0.0
